# 6 Degree M1845 (Up to date),,,,
# 3090 data points written for 5 variables.,,,,
# Simulation warnings:,,,,
"#   Recovery device deployment at high speed (23.8 m/s):  ""Drogue""",,,,
"#   Recovery device deployment at high speed (27.7 m/s):  ""Main""",,,,
#,,,,
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Vertical acceleration (m/s^2)
# Event IGNITION occurred at t=0 seconds,,,,
# Event LAUNCH occurred at t=0 seconds,,,,
20.694,9898.033,1.28E+04,24.575,-9.95715
20.704,9898.838,1.28E+04,24.476,-9.95715
20.714,9899.639,1.28E+04,24.376,-9.95715
20.724,9900.437,1.28E+04,24.277,-9.95715
20.734,9901.232,1.28E+04,24.177,-9.95715
20.744,9902.024,1.28E+04,24.078,-9.94734
20.754,9902.812,1.28E+04,23.978,-9.94734
20.764,9903.597,1.28E+04,23.879,-9.94734
20.774,9904.379,1.28E+04,23.779,-9.94734
20.784,9905.157,1.28E+04,23.68,-9.94734
20.794,9905.933,1.28E+04,23.58,-9.93753
20.804,9906.705,1.28E+04,23.481,-9.93753
20.814,9907.473,1.28E+04,23.382,-9.93753
20.824,9908.239,1.28E+04,23.282,-9.93753
20.834,9909.001,1.28E+04,23.183,-9.93753
20.844,9909.76,1.28E+04,23.084,-9.92772
20.854,9910.516,1.28E+04,22.985,-9.92772
20.864,9911.268,1.28E+04,22.885,-9.92772
20.874,9912.017,1.28E+04,22.786,-9.92772
20.884,9912.763,1.28E+04,22.687,-9.92772
20.894,9913.506,1.28E+04,22.588,-9.91791
20.904,9914.246,1.28E+04,22.488,-9.91791
20.914,9914.982,1.28E+04,22.389,-9.91791
20.924,9915.715,1.28E+04,22.29,-9.91791
20.934,9916.444,1.28E+04,22.191,-9.91791
20.944,9917.171,1.28E+04,22.092,-9.9081
20.954,9917.894,1.28E+04,21.993,-9.9081
20.964,9918.614,1.28E+04,21.894,-9.9081
20.974,9919.331,1.28E+04,21.795,-9.9081
20.984,9920.044,1.28E+04,21.696,-9.9081
20.994,9920.754,1.28E+04,21.597,-9.9081
21.004,9921.461,1.28E+04,21.498,-9.89829
21.014,9922.165,1.28E+04,21.399,-9.89829
21.024,9922.865,1.28E+04,21.3,-9.89829
21.034,9923.562,1.28E+04,21.201,-9.89829
21.044,9924.256,1.28E+04,21.102,-9.89829
21.054,9924.947,1.28E+04,21.003,-9.88848
21.064,9925.634,1.29E+04,20.904,-9.88848
21.074,9926.319,1.29E+04,20.805,-9.88848
21.084,9927,1.29E+04,20.706,-9.88848
21.094,9927.677,1.29E+04,20.608,-9.88848
21.104,9928.352,1.29E+04,20.509,-9.87867
21.114,9929.023,1.29E+04,20.41,-9.87867
21.124,9929.691,1.29E+04,20.311,-9.87867
21.134,9930.356,1.29E+04,20.213,-9.87867
21.144,9931.017,1.29E+04,20.114,-9.87867
21.154,9931.676,1.29E+04,20.015,-9.86886
21.164,9932.331,1.29E+04,19.916,-9.86886
21.174,9932.982,1.29E+04,19.818,-9.86886
21.184,9933.631,1.29E+04,19.719,-9.86886
21.194,9934.276,1.29E+04,19.621,-9.86886
21.204,9934.918,1.29E+04,19.522,-9.85905
21.214,9935.557,1.29E+04,19.423,-9.85905
21.224,9936.193,1.29E+04,19.325,-9.85905
21.234,9936.825,1.29E+04,19.226,-9.85905
21.244,9937.455,1.29E+04,19.128,-9.85905
21.254,9938.08,1.29E+04,19.029,-9.84924
21.264,9938.703,1.29E+04,18.931,-9.84924
21.274,9939.323,1.29E+04,18.832,-9.84924
21.284,9939.939,1.29E+04,18.734,-9.84924
21.294,9940.552,1.29E+04,18.635,-9.84924
21.304,9941.162,1.29E+04,18.537,-9.83943
21.314,9941.768,1.29E+04,18.439,-9.83943
21.324,9942.372,1.29E+04,18.34,-9.83943
21.334,9942.972,1.29E+04,18.242,-9.83943
21.344,9943.568,1.29E+04,18.143,-9.83943
21.354,9944.162,1.29E+04,18.045,-9.82962
21.364,9944.753,1.29E+04,17.947,-9.82962
21.374,9945.34,1.29E+04,17.849,-9.82962
21.384,9945.924,1.29E+04,17.75,-9.82962
21.394,9946.504,1.29E+04,17.652,-9.82962
21.404,9947.082,1.29E+04,17.554,-9.81981
21.414,9947.656,1.29E+04,17.456,-9.81981
21.424,9948.227,1.29E+04,17.357,-9.81981
21.434,9948.795,1.29E+04,17.259,-9.81981
21.444,9949.36,1.29E+04,17.161,-9.81981
21.454,9949.921,1.29E+04,17.063,-9.81
21.464,9950.479,1.29E+04,16.965,-9.81
21.474,9951.034,1.29E+04,16.867,-9.81
21.484,9951.586,1.29E+04,16.769,-9.81
21.494,9952.135,1.29E+04,16.671,-9.81
21.504,9952.68,1.29E+04,16.573,-9.80019
21.514,9953.222,1.29E+04,16.475,-9.80019
21.524,9953.761,1.29E+04,16.377,-9.80019
21.534,9954.297,1.29E+04,16.279,-9.80019
21.544,9954.829,1.29E+04,16.181,-9.80019
21.554,9955.359,1.29E+04,16.083,-9.79038
21.564,9955.885,1.29E+04,15.985,-9.79038
21.574,9956.407,1.29E+04,15.887,-9.79038
21.584,9956.927,1.29E+04,15.789,-9.79038
21.594,9957.443,1.29E+04,15.691,-9.79038
21.604,9957.957,1.29E+04,15.594,-9.78057
21.614,9958.467,1.29E+04,15.496,-9.78057
21.624,9958.973,1.29E+04,15.398,-9.78057
21.634,9959.477,1.29E+04,15.3,-9.78057
21.644,9959.977,1.29E+04,15.202,-9.78057
21.654,9960.475,1.29E+04,15.105,-9.77076
21.664,9960.969,1.29E+04,15.007,-9.77076
21.674,9961.459,1.29E+04,14.909,-9.77076
21.684,9961.947,1.29E+04,14.812,-9.77076
21.694,9962.431,1.29E+04,14.714,-9.77076
21.704,9962.912,1.29E+04,14.616,-9.76095
21.714,9963.39,1.29E+04,14.519,-9.76095
21.724,9963.865,1.29E+04,14.421,-9.76095
21.734,9964.337,1.29E+04,14.324,-9.76095
21.744,9964.805,1.29E+04,14.226,-9.75114
21.754,9965.27,1.29E+04,14.129,-9.75114
21.764,9965.732,1.29E+04,14.031,-9.75114
21.774,9966.191,1.29E+04,13.934,-9.75114
21.784,9966.646,1.29E+04,13.836,-9.75114
21.794,9967.099,1.29E+04,13.739,-9.74133
21.804,9967.548,1.29E+04,13.641,-9.74133
21.814,9967.994,1.29E+04,13.544,-9.74133
21.824,9968.436,1.29E+04,13.447,-9.74133
21.834,9968.876,1.29E+04,13.349,-9.74133
21.844,9969.312,1.29E+04,13.252,-9.73152
21.854,9969.746,1.29E+04,13.155,-9.73152
21.864,9970.176,1.29E+04,13.057,-9.73152
21.874,9970.602,1.29E+04,12.96,-9.73152
21.884,9971.026,1.29E+04,12.863,-9.72171
21.894,9971.446,1.29E+04,12.766,-9.72171
21.904,9971.864,1.29E+04,12.668,-9.72171
21.914,9972.278,1.29E+04,12.571,-9.72171
21.924,9972.689,1.29E+04,12.474,-9.72171
21.934,9973.096,1.29E+04,12.377,-9.7119
21.944,9973.501,1.29E+04,12.28,-9.7119
21.954,9973.902,1.29E+04,12.183,-9.7119
21.964,9974.3,1.29E+04,12.086,-9.7119
21.974,9974.695,1.29E+04,11.989,-9.70209
21.984,9975.087,1.29E+04,11.892,-9.70209
21.994,9975.475,1.29E+04,11.795,-9.70209
22.004,9975.861,1.29E+04,11.698,-9.70209
22.014,9976.243,1.29E+04,11.601,-9.69228
22.024,9976.622,1.29E+04,11.504,-9.69228
22.034,9976.998,1.29E+04,11.407,-9.69228
22.044,9977.37,1.29E+04,11.31,-9.69228
22.054,9977.74,1.29E+04,11.213,-9.69228
22.064,9978.106,1.29E+04,11.116,-9.68247
22.074,9978.469,1.29E+04,11.02,-9.68247
22.084,9978.829,1.29E+04,10.923,-9.68247
22.094,9979.186,1.29E+04,10.826,-9.68247
22.104,9979.54,1.29E+04,10.729,-9.67266
22.114,9979.89,1.29E+04,10.633,-9.67266
22.124,9980.237,1.29E+04,10.536,-9.67266
22.134,9980.581,1.29E+04,10.439,-9.67266
22.144,9980.922,1.29E+04,10.343,-9.66285
22.154,9981.26,1.29E+04,10.246,-9.66285
22.164,9981.595,1.29E+04,10.149,-9.66285
22.174,9981.926,1.29E+04,10.053,-9.66285
22.184,9982.254,1.29E+04,9.956,-9.65304
22.194,9982.579,1.29E+04,9.86,-9.65304
22.204,9982.901,1.29E+04,9.763,-9.65304
22.214,9983.22,1.29E+04,9.667,-9.65304
22.224,9983.535,1.29E+04,9.57,-9.64323
22.234,9983.848,1.29E+04,9.474,-9.64323
22.244,9984.157,1.29E+04,9.378,-9.64323
22.254,9984.463,1.29E+04,9.281,-9.64323
22.264,9984.766,1.29E+04,9.185,-9.63342
22.274,9985.066,1.29E+04,9.089,-9.63342
22.284,9985.362,1.29E+04,8.992,-9.63342
22.294,9985.656,1.29E+04,8.896,-9.62361
22.304,9985.946,1.29E+04,8.8,-9.62361
22.314,9986.233,1.29E+04,8.704,-9.62361
22.324,9986.517,1.29E+04,8.607,-9.62361
22.334,9986.798,1.29E+04,8.511,-9.6138
22.344,9987.076,1.29E+04,8.415,-9.6138
22.354,9987.35,1.29E+04,8.319,-9.6138
22.364,9987.622,1.29E+04,8.223,-9.6138
22.374,9987.89,1.29E+04,8.127,-9.60399
22.384,9988.155,1.29E+04,8.031,-9.60399
22.394,9988.417,1.29E+04,7.935,-9.60399
22.404,9988.676,1.29E+04,7.839,-9.59418
22.414,9988.931,1.29E+04,7.743,-9.59418
22.424,9989.184,1.29E+04,7.647,-9.59418
22.434,9989.433,1.29E+04,7.551,-9.59418
22.444,9989.679,1.29E+04,7.455,-9.58437
22.454,9989.922,1.29E+04,7.359,-9.58437
22.464,9990.162,1.29E+04,7.264,-9.58437
22.474,9990.399,1.29E+04,7.168,-9.57456
22.484,9990.632,1.29E+04,7.072,-9.57456
22.494,9990.863,1.29E+04,6.976,-9.57456
22.504,9991.09,1.29E+04,6.881,-9.57456
22.514,9991.314,1.29E+04,6.785,-9.56475
22.524,9991.535,1.29E+04,6.689,-9.56475
22.534,9991.753,1.29E+04,6.594,-9.56475
22.544,9991.968,1.29E+04,6.498,-9.55494
22.554,9992.18,1.29E+04,6.403,-9.55494
22.564,9992.388,1.29E+04,6.307,-9.55494
22.574,9992.593,1.29E+04,6.212,-9.55494
22.584,9992.796,1.29E+04,6.116,-9.54513
22.594,9992.995,1.29E+04,6.021,-9.54513
22.604,9993.191,1.29E+04,5.925,-9.54513
22.614,9993.384,1.29E+04,5.83,-9.53532
22.624,9993.573,1.29E+04,5.735,-9.53532
22.634,9993.76,1.29E+04,5.639,-9.53532
22.644,9993.943,1.29E+04,5.544,-9.52551
22.654,9994.124,1.29E+04,5.449,-9.52551
22.664,9994.301,1.29E+04,5.354,-9.52551
22.674,9994.475,1.29E+04,5.258,-9.5157
22.684,9994.646,1.29E+04,5.163,-9.5157
22.694,9994.814,1.29E+04,5.068,-9.5157
22.704,9994.978,1.29E+04,4.973,-9.50589
22.714,9995.14,1.29E+04,4.878,-9.50589
22.724,9995.298,1.29E+04,4.783,-9.50589
22.734,9995.454,1.29E+04,4.688,-9.49608
22.744,9995.606,1.29E+04,4.593,-9.49608
22.754,9995.755,1.29E+04,4.498,-9.49608
22.764,9995.901,1.29E+04,4.403,-9.49608
22.774,9996.044,1.29E+04,4.308,-9.48627
22.784,9996.184,1.29E+04,4.214,-9.48627
22.794,9996.321,1.29E+04,4.119,-9.48627
22.804,9996.454,1.29E+04,4.024,-9.47646
22.814,9996.585,1.29E+04,3.929,-9.47646
22.824,9996.712,1.29E+04,3.835,-9.47646
22.834,9996.836,1.29E+04,3.74,-9.46665
22.844,9996.957,1.29E+04,3.645,-9.46665
22.854,9997.075,1.29E+04,3.551,-9.45684
22.864,9997.19,1.29E+04,3.456,-9.45684
22.874,9997.302,1.29E+04,3.362,-9.45684
22.884,9997.411,1.29E+04,3.267,-9.44703
22.894,9997.517,1.29E+04,3.173,-9.44703
22.904,9997.619,1.29E+04,3.078,-9.44703
22.914,9997.719,1.29E+04,2.984,-9.43722
22.924,9997.815,1.29E+04,2.889,-9.43722
22.934,9997.908,1.29E+04,2.795,-9.43722
22.944,9997.998,1.29E+04,2.701,-9.42741
22.954,9998.085,1.29E+04,2.606,-9.42741
22.964,9998.169,1.29E+04,2.512,-9.42741
22.974,9998.25,1.29E+04,2.418,-9.4176
22.984,9998.328,1.29E+04,2.324,-9.4176
22.994,9998.403,1.29E+04,2.23,-9.4176
23.004,9998.474,1.29E+04,2.136,-9.40779
23.014,9998.543,1.29E+04,2.042,-9.40779
23.024,9998.608,1.29E+04,1.948,-9.40779
23.034,9998.671,1.29E+04,1.854,-9.39798
23.044,9998.73,1.29E+04,1.76,-9.39798
23.054,9998.786,1.29E+04,1.666,-9.39798
23.064,9998.839,1.29E+04,1.572,-9.38817
23.074,9998.889,1.29E+04,1.478,-9.38817
23.084,9998.936,1.29E+04,1.384,-9.38817
23.094,9998.98,1.29E+04,1.29,-9.37836
23.104,9999.021,1.29E+04,1.197,-9.37836
23.114,9999.059,1.29E+04,1.103,-9.36855
23.124,9999.093,1.29E+04,1.009,-9.36855
23.134,9999.125,1.29E+04,0.916,-9.36855
23.144,9999.153,1.29E+04,0.822,-9.35874
23.154,9999.179,1.29E+04,0.728,-9.35874
23.164,9999.201,1.29E+04,0.635,-9.35874
23.174,9999.22,1.29E+04,0.541,-9.34893
23.184,9999.237,1.29E+04,0.448,-9.34893
23.194,9999.25,1.29E+04,0.354,-9.34893
23.204,9999.26,1.29E+04,0.261,-9.33912
23.214,9999.267,1.29E+04,0.168,-9.33912
23.224,9999.271,1.29E+04,0.074,-9.33912
23.234,9999.272,1.29E+04,-0.019,-9.32931
23.244,9999.27,1.29E+04,-0.112,-9.32931
23.254,9999.264,1.29E+04,-0.206,-9.32931
23.264,9999.256,1.29E+04,-0.299,-9.3195
# Event APOGEE occurred at t=23.264 seconds,,,,
23.284,9999.245,1.29E+04,-0.392,-9.3195
23.294,9999.23,1.29E+04,-0.485,-9.3195
23.304,9999.213,1.29E+04,-0.578,-9.30969
23.314,9999.192,1.29E+04,-0.671,-9.30969
23.324,9999.169,1.29E+04,-0.764,-9.30969
23.334,9999.142,1.29E+04,-0.857,-9.29988
23.344,9999.113,1.29E+04,-0.95,-9.29988
23.354,9999.08,1.29E+04,-1.043,-9.29988
23.364,9999.044,1.29E+04,-1.136,-9.29007
23.374,9999.005,1.29E+04,-1.229,-9.29007
23.384,9998.964,1.29E+04,-1.322,-9.29007
23.394,9998.919,1.29E+04,-1.415,-9.28026
23.404,9998.871,1.29E+04,-1.507,-9.28026
23.414,9998.82,1.29E+04,-1.6,-9.28026
23.424,9998.766,1.29E+04,-1.693,-9.27045
23.434,9998.709,1.29E+04,-1.786,-9.27045
23.444,9998.649,1.29E+04,-1.878,-9.27045
23.454,9998.585,1.29E+04,-1.971,-9.26064
23.464,9998.519,1.29E+04,-2.064,-9.26064
23.474,9998.45,1.29E+04,-2.156,-9.26064
23.484,9998.378,1.29E+04,-2.249,-9.26064
23.494,9998.302,1.29E+04,-2.341,-9.25083
23.504,9998.224,1.29E+04,-2.434,-9.25083
23.514,9998.143,1.29E+04,-2.526,-9.25083
23.524,9998.058,1.29E+04,-2.619,-9.24102
23.534,9997.971,1.29E+04,-2.711,-9.24102
23.544,9997.88,1.29E+04,-2.803,-9.24102
23.554,9997.787,1.29E+04,-2.896,-9.24102
23.564,9997.69,1.29E+04,-2.988,-9.23121
23.574,9997.591,1.29E+04,-3.08,-9.23121
23.584,9997.488,1.29E+04,-3.173,-9.23121
23.594,9997.383,1.29E+04,-3.265,-9.23121
23.604,9997.274,1.29E+04,-3.357,-9.2214
23.614,9997.162,1.29E+04,-3.449,-9.2214
23.624,9997.048,1.29E+04,-3.542,-9.2214
23.634,9996.93,1.29E+04,-3.634,-9.2214
23.644,9996.809,1.29E+04,-3.726,-9.2214
23.654,9996.686,1.29E+04,-3.818,-9.21159
23.664,9996.559,1.29E+04,-3.91,-9.21159
23.674,9996.429,1.29E+04,-4.002,-9.21159
23.684,9996.296,1.29E+04,-4.094,-9.21159
23.694,9996.16,1.29E+04,-4.186,-9.21159
23.704,9996.021,1.29E+04,-4.278,-9.20178
23.714,9995.88,1.29E+04,-4.37,-9.20178
23.724,9995.735,1.29E+04,-4.462,-9.20178
23.734,9995.587,1.29E+04,-4.554,-9.20178
23.744,9995.436,1.29E+04,-4.646,-9.20178
23.754,9995.282,1.29E+04,-4.738,-9.19197
23.764,9995.125,1.29E+04,-4.83,-9.19197
23.774,9994.965,1.29E+04,-4.922,-9.19197
23.784,9994.802,1.29E+04,-5.014,-9.19197
23.794,9994.636,1.29E+04,-5.106,-9.19197
23.804,9994.467,1.29E+04,-5.198,-9.19197
23.814,9994.295,1.29E+04,-5.29,-9.19197
23.824,9994.12,1.29E+04,-5.382,-9.19197
23.834,9993.942,1.29E+04,-5.473,-9.19197
23.844,9993.761,1.29E+04,-5.565,-9.18216
23.854,9993.577,1.29E+04,-5.657,-9.18216
23.864,9993.39,1.29E+04,-5.749,-9.18216
23.874,9993.199,1.29E+04,-5.841,-9.18216
23.884,9993.006,1.29E+04,-5.932,-9.18216
23.894,9992.81,1.29E+04,-6.024,-9.18216
23.904,9992.611,1.29E+04,-6.116,-9.18216
23.914,9992.409,1.29E+04,-6.208,-9.18216
23.924,9992.204,1.29E+04,-6.3,-9.18216
23.934,9991.995,1.29E+04,-6.391,-9.18216
23.944,9991.784,1.29E+04,-6.483,-9.18216
23.954,9991.57,1.29E+04,-6.575,-9.18216
23.964,9991.353,1.29E+04,-6.667,-9.18216
23.974,9991.133,1.29E+04,-6.759,-9.18216
23.984,9990.909,1.29E+04,-6.85,-9.18216
23.994,9990.683,1.29E+04,-6.942,-9.18216
24.004,9990.454,1.29E+04,-7.034,-9.18216
24.014,9990.222,1.29E+04,-7.126,-9.18216
24.024,9989.986,1.29E+04,-7.218,-9.18216
24.034,9989.748,1.29E+04,-7.309,-9.18216
24.044,9989.507,1.29E+04,-7.401,-9.18216
24.054,9989.262,1.29E+04,-7.493,-9.18216
24.064,9989.015,1.29E+04,-7.585,-9.19197
24.074,9988.765,1.29E+04,-7.677,-9.19197
24.084,9988.511,1.29E+04,-7.769,-9.19197
24.094,9988.255,1.29E+04,-7.86,-9.19197
24.104,9987.995,1.29E+04,-7.952,-9.19197
24.114,9987.733,1.29E+04,-8.044,-9.19197
24.124,9987.468,1.29E+04,-8.136,-9.19197
24.134,9987.199,1.29E+04,-8.228,-9.19197
24.144,9986.928,1.29E+04,-8.32,-9.20178
24.154,9986.653,1.29E+04,-8.412,-9.20178
24.164,9986.376,1.29E+04,-8.504,-9.20178
24.174,9986.095,1.29E+04,-8.596,-9.20178
24.184,9985.812,1.29E+04,-8.688,-9.20178
24.194,9985.525,1.29E+04,-8.78,-9.21159
24.204,9985.236,1.29E+04,-8.872,-9.21159
24.214,9984.943,1.29E+04,-8.964,-9.21159
24.224,9984.647,1.29E+04,-9.056,-9.21159
24.234,9984.349,1.29E+04,-9.148,-9.2214
24.244,9984.047,1.29E+04,-9.241,-9.2214
24.254,9983.742,1.29E+04,-9.333,-9.2214
24.264,9983.435,1.29E+04,-9.425,-9.2214
24.274,9983.124,1.29E+04,-9.517,-9.23121
# Event DROGUE_DEPLOYMENT occurred at t=25.594 seconds,,,,
24.284,9982.81,1.29E+04,-9.609,-7.90686
24.399,9978.998,1.29E+04,-10.522,-7.72047
24.517,9974.742,1.29E+04,-11.435,-7.52427
24.638,9970.022,1.29E+04,-12.345,-7.32807
24.762,9964.811,1.29E+04,-13.254,-7.11225
24.89,9959.08,1.29E+04,-14.161,-6.89643
25.021,9952.798,1.29E+04,-15.064,-6.6708
25.156,9945.926,1.29E+04,-15.964,-6.43536
25.295,9938.422,1.29E+04,-16.86,-6.1803
25.439,9930.236,1.29E+04,-17.752,-5.92524
25.589,9921.308,1.28E+04,-18.638,-5.66037
25.744,9911.572,1.28E+04,-19.518,-5.37588
25.907,9900.947,1.28E+04,-20.39,-5.09139
26.077,9889.337,1.28E+04,-21.255,-4.78728
26.255,9876.629,1.28E+04,-22.111,-4.48317
26.444,9862.685,1.28E+04,-22.956,-4.16925
26.644,9847.338,1.28E+04,-23.79,-3.84552
26.858,9830.382,1.28E+04,-24.61,-3.51198
27.087,9811.559,1.27E+04,-25.414,-3.16863
27.335,9790.543,1.27E+04,-26.201,-2.82528
27.606,9766.913,1.27E+04,-26.966,-2.48193
27.905,9740.114,1.27E+04,-27.707,-2.13858
28.239,9709.396,1.26E+04,-28.419,-1.78542
28.617,9673.718,1.26E+04,-29.096,-1.45188
29.053,9631.573,1.26E+04,-29.729,-1.11834
29.553,9582.345,1.25E+04,-30.29,-0.82404
30.053,9532.32,1.25E+04,-30.7,-0.5886
30.553,9481.715,1.24E+04,-30.997,-0.42183
31.053,9430.695,1.24E+04,-31.207,-0.2943
31.553,9379.382,1.23E+04,-31.354,-0.1962
32.053,9327.866,1.23E+04,-31.454,-0.12753
32.553,9276.215,1.22E+04,-31.52,-0.07848
33.053,9224.476,1.21E+04,-31.56,-0.03924
33.553,9172.687,1.21E+04,-31.582,-0.01962
34.053,9120.872,1.20E+04,-31.591,1.71E-03
34.553,9069.05,1.20E+04,-31.59,0.01962
35.053,9017.236,1.19E+04,-31.582,0.02943
35.553,8965.439,1.19E+04,-31.569,0.02943
36.053,8913.665,1.18E+04,-31.553,0.03924
36.553,8861.921,1.18E+04,-31.534,0.03924
37.053,8810.209,1.17E+04,-31.513,0.03924
37.553,8758.532,1.17E+04,-31.491,0.04905
38.053,8706.892,1.16E+04,-31.468,0.04905
38.553,8655.29,1.16E+04,-31.445,0.04905
39.053,8603.727,1.15E+04,-31.421,0.04905
39.553,8552.203,1.15E+04,-31.397,0.04905
40.053,8500.72,1.14E+04,-31.372,0.04905
40.553,8449.277,1.14E+04,-31.347,0.04905
41.053,8397.875,1.13E+04,-31.322,0.04905
41.553,8346.516,1.13E+04,-31.296,0.04905
42.053,8295.198,1.12E+04,-31.27,0.04905
42.553,8243.923,1.12E+04,-31.244,0.04905
43.053,8192.691,1.11E+04,-31.219,0.04905
43.553,8141.5,1.11E+04,-31.193,0.04905
44.053,8090.352,1.10E+04,-31.167,0.04905
44.553,8039.246,1.10E+04,-31.141,0.04905
45.053,7988.183,1.09E+04,-31.116,0.04905
45.553,7937.161,1.09E+04,-31.09,0.04905
46.053,7886.18,1.08E+04,-31.065,0.04905
46.553,7835.242,1.08E+04,-31.039,0.04905
47.053,7784.345,1.07E+04,-31.014,0.04905
47.553,7733.489,1.07E+04,-30.989,0.04905
48.053,7682.675,1.06E+04,-30.964,0.04905
48.553,7631.901,1.06E+04,-30.939,0.04905
49.053,7581.168,1.05E+04,-30.914,0.04905
49.553,7530.476,1.05E+04,-30.89,0.04905
50.053,7479.825,1.04E+04,-30.865,0.04905
50.553,7429.213,1.04E+04,-30.84,0.04905
51.053,7378.642,1.03E+04,-30.816,0.04905
51.553,7328.111,1.03E+04,-30.792,0.04905
52.053,7277.62,1.02E+04,-30.767,0.04905
52.553,7227.169,1.02E+04,-30.743,0.04905
53.053,7176.757,1.01E+04,-30.719,0.04905
53.553,7126.384,1.01E+04,-30.695,0.04905
54.053,7076.051,9996.051,-30.671,0.04905
54.553,7025.757,9945.757,-30.647,0.04905
55.053,6975.502,9895.502,-30.624,0.04905
55.553,6925.286,9845.286,-30.6,0.04905
56.053,6875.108,9795.108,-30.577,0.04905
56.553,6824.969,9744.969,-30.553,0.04905
57.053,6774.87,9694.87,-30.529,0.04905
57.553,6724.81,9644.81,-30.504,0.04905
58.053,6674.79,9594.79,-30.48,0.04905
58.553,6624.81,9544.81,-30.456,0.04905
59.053,6574.87,9494.87,-30.431,0.04905
59.553,6524.97,9444.97,-30.407,0.04905
60.053,6475.11,9395.11,-30.383,0.04905
60.553,6425.289,9345.289,-30.359,0.04905
61.053,6375.508,9295.508,-30.335,0.04905
61.553,6325.766,9245.766,-30.311,0.04905
62.053,6276.064,9196.064,-30.287,0.04905
62.553,6226.4,9146.4,-30.263,0.04905
63.053,6176.776,9096.776,-30.239,0.04905
63.553,6127.191,9047.191,-30.215,0.04905
64.053,6077.644,8997.644,-30.192,0.04905
64.553,6028.136,8948.136,-30.169,0.04905
65.053,5978.666,8898.666,-30.145,0.04905
65.553,5929.234,8849.234,-30.122,0.04905
66.053,5879.841,8799.841,-30.099,0.04905
66.553,5830.485,8750.485,-30.076,0.04905
67.053,5781.167,8701.167,-30.053,0.04905
67.553,5731.887,8651.887,-30.03,0.04905
68.053,5682.645,8602.645,-30.007,0.04905
68.553,5633.439,8553.439,-29.984,0.04905
69.053,5584.271,8504.271,-29.961,0.04905
69.553,5535.141,8455.141,-29.939,0.04905
70.053,5486.047,8406.047,-29.916,0.04905
70.553,5436.99,8356.99,-29.894,0.04905
71.053,5387.969,8307.969,-29.872,0.04905
71.553,5338.985,8258.985,-29.849,0.04905
72.053,5290.038,8210.038,-29.827,0.04905
72.553,5241.127,8161.127,-29.805,0.04905
73.053,5192.252,8112.252,-29.783,0.04905
73.553,5143.414,8063.414,-29.76,0.04905
74.053,5094.614,8014.614,-29.737,0.04905
74.553,5045.851,7965.851,-29.715,0.04905
75.053,4997.125,7917.125,-29.692,0.04905
75.553,4948.437,7868.437,-29.669,0.04905
76.053,4899.787,7819.787,-29.646,0.04905
76.553,4851.173,7771.173,-29.623,0.04905
77.053,4802.597,7722.597,-29.601,0.04905
77.553,4754.058,7674.058,-29.578,0.04905
78.053,4705.556,7625.556,-29.555,0.04905
78.553,4657.091,7577.091,-29.533,0.04905
79.053,4608.663,7528.663,-29.511,0.04905
79.553,4560.272,7480.272,-29.488,0.04905
80.053,4511.917,7431.917,-29.466,0.04905
80.553,4463.598,7383.598,-29.444,0.03924
81.053,4415.316,7335.316,-29.422,0.03924
81.553,4367.069,7287.069,-29.4,0.03924
82.053,4318.859,7238.859,-29.378,0.03924
82.553,4270.684,7190.684,-29.356,0.03924
83.053,4222.546,7142.546,-29.335,0.03924
83.553,4174.442,7094.442,-29.313,0.03924
84.053,4126.374,7046.374,-29.291,0.03924
84.553,4078.342,6998.342,-29.27,0.03924
85.053,4030.345,6950.345,-29.248,0.03924
85.553,3982.382,6902.382,-29.227,0.03924
86.053,3934.455,6854.455,-29.206,0.03924
86.553,3886.563,6806.563,-29.185,0.03924
87.053,3838.705,6758.705,-29.164,0.03924
87.553,3790.881,6710.881,-29.143,0.03924
88.053,3743.093,6663.093,-29.122,0.03924
88.553,3695.338,6615.338,-29.101,0.03924
89.053,3647.618,6567.618,-29.08,0.03924
89.553,3599.931,6519.931,-29.059,0.03924
90.053,3552.279,6472.279,-29.038,0.03924
90.553,3504.662,6424.662,-29.017,0.03924
91.053,3457.08,6377.08,-28.995,0.03924
91.553,3409.532,6329.532,-28.974,0.03924
92.053,3362.02,6282.02,-28.953,0.03924
92.553,3314.544,6234.544,-28.931,0.03924
93.053,3267.102,6187.102,-28.91,0.03924
93.553,3219.696,6139.696,-28.888,0.03924
94.053,3172.324,6092.324,-28.867,0.03924
94.553,3124.988,6044.988,-28.846,0.03924
95.053,3077.686,5997.686,-28.825,0.03924
95.553,3030.419,5950.419,-28.803,0.03924
96.053,2983.186,5903.186,-28.782,0.03924
96.553,2935.988,5855.988,-28.761,0.03924
97.053,2888.825,5808.825,-28.741,0.03924
97.553,2841.695,5761.695,-28.72,0.03924
98.053,2794.6,5714.6,-28.699,0.03924
98.553,2747.538,5667.538,-28.678,0.03924
99.053,2700.511,5620.511,-28.658,0.03924
99.553,2653.517,5573.517,-28.637,0.03924
100.053,2606.556,5526.556,-28.617,0.03924
100.553,2559.629,5479.629,-28.596,0.03924
101.053,2512.736,5432.736,-28.576,0.03924
101.553,2465.876,5385.876,-28.556,0.03924
101.776,2455.374,5375.321,-28.484,0.03924
